COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,BIC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA
ST,4319,164301,"PRODING AUDISER, S.A.","PRODING AUDISER, S.A.",,A58117755,CL,REGAS,9,,8006,BARCELONA,,ES,,916508750,,916508349,,02/10/1995,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,31/12/1985,,8,,N,,,,,,,,,9,,"PRODING AUDISER, S.A.",PRODING AUDISER
ST,4320,164301,"TASACIONES DE BIENES MEDITERRANEO, S.A.","TASACIONES DE BIENES MEDITERRANEO, S.A.",,A03232329,CL,ARTES GRAFICAS,7,,3008,ALICANTE,,ES,,965901400,,965143637,,,,0000,28/09/2011,27/05/1986,,3,TABIMED,S,,,,,,,,,15,,TASACIONES BIENES MEDITERRANEO,TABIMED
ST,4321,164301,"G.T.T., SOCIEDAD ANONIMA DE PERITACIONES","G.T.T., SOCIEDAD ANONIMA DE PERITACIONES",,A58027186,CL,JOSE ABASCAL,49,BAJOS,28003,MADRID,,ES,,914419393,,914419133,,21/05/1998,POR RENUNCIA,0000,06/03/2008,03/07/1985,,28,,N,,,,,,,,,12,,"G.T.T., S.A. DE PERITACIONES",G.T.T. PERITAC.
ST,4322,164301,"CONSULTTASA, S.A.","CONSULTTASA, S.A.",,A48207146,CL,TELLETXE,1-A,,48990,ALGORTA,VIZCAYA,ES,,944600400,,944606509,,29/03/2004,POR RENUNCIA,0000,06/03/2008,24/07/1986,,48,,N,,,,,,,,,16,,"CONSULTTASA, S.A.",CONSULTTASA
ST,4323,164301,"KRATA, S.A.","KRATA, S.A.",,A41176934,PS,DE LAS DELICIAS,5,PL. 2 IZDA.,41013,SEVILLA,,ES,,954213254,,954228419,WWW.KRATA.COM,,,0000,06/03/2008,26/12/1985,,41,,N,,,,,,,,,1,,"KRATA, S.A.",KRATA
ST,4324,164301,"GENERAL DE TASACIONES, S.A.","GENERAL DE TASACIONES, S.A.",,A78460110,CL,PRINCIPE DE VERGARA,13,PL. 5 - D,28001,MADRID,,ES,,915752223,,915775765,,01/02/1999,POR RENUNCIA,0000,06/03/2008,30/03/1987,,28,,N,,,,,,,,,12,,"GENERAL DE TASACIONES, S.A.",GT
ST,4325,164301,"ARPLAN - TASAVALOR, S.A.","ARPLAN - TASAVALOR, S.A.",,A78502572,CL,SANTIAGO BERNABEU,12,PL. 2 - EXT. DCHA.,28036,MADRID,,ES,,915644359,,915617894,,28/12/2001,POR RENUNCIA,0000,06/03/2008,09/06/1987,,28,,N,,,,,,,,,12,,"ARPLAN - TASAVALOR, S.A.",ARPLAN-TASAVAL.
ST,4326,164301,"TASACIONES Y VALORACIONES, S.A.","TASACIONES Y VALORACIONES, S.A.",,A29216132,CR,CADIZ,P.K. 176,CENTRO COMERC. OASIS,29600,MARBELLA,MALAGA,ES,,952826471,,952828577,,25/04/1997,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 24-01-1997,0000,06/03/2008,20/05/1987,,29,,N,,,,,,,,,1,,"TASACIONES Y VALORACIONES, S.A.",TAVASA
ST,4327,164301,"INTERTECNICA DE VALORACIONES Y PATRIMONIOS, S.A.","INTERTECNICA DE VALORACIONES Y PATRIMONIOS, S.A.",,A82351149,CL,PADRE DAMIAN,42,PL. 6 - IZDA.,28036,MADRID,,ES,,913431690,,913431691,,,,0000,06/03/2008,01/07/1999,,28,INTERVALORA,S,,,,,,,,,12,,"INTERTECNICA VALOR. Y PATRIM., S.A.",INTERVALORA
ST,4328,164301,"INTERNACIONAL DE TRANSACCIONES Y SERVICIOS, S.A.","INTERNACIONAL DE TRANSACCIONES Y SERVICIOS, S.A. (INTRASER)",,A78283223,CL,JACOMETREZO,15,PL. 6,28013,MADRID,,ES,,915416744,,915429544,WWW.INTRASER.COM,,,0000,06/03/2008,21/05/1986,,28,INTRASER,S,,,,,,,,,12,,INTERN.DE TRANSACCIONES Y SERVICIOS,INTRASER
ST,4329,164301,"INMOBILIARIA DE PROMOCIONES Y ARRIENDOS, S.A.","INMOBILIARIA DE PROMOCIONES Y ARRIENDOS, S.A. (IMPROASA)",,A28475168,PS,CASTELLANA,31,PL. 6,28046,MADRID,,ES,,915765207,,915761748,,15/06/1993,A PETICION PROPIA,0000,06/03/2008,27/06/1974,,28,,N,,,,,,,,,12,,INMOB. DE PROMOCIONES Y ARRIENDOS,INMOBPRO. SA
ST,4330,164301,"INVERCAME II, S.A., SOCIEDAD DE TASACION","INVERCAME II, S.A., SOCIEDAD DE TASACION",,A78590510,CL,VELAZQUEZ,24,PL. 2,28001,MADRID,,ES,,914314244,,915764199,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,24/11/1987,,28,,N,,,,,,,,,12,,"INVERCAME II, S.A.",INVERCAME II
ST,4331,164301,"ALCEN, S.A., SOCIEDAD DE TASACION","ALCEN, S.A., SOCIEDAD DE TASACION",,A58445446,CL,ARIBAU,250,,8006,BARCELONA,,ES,,933023442,,0,,25/04/1997,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 24-01-1997,0000,06/03/2008,02/11/1987,,8,,N,,,,,,,,,9,,"ALCEN, S.A., SOCIEDAD DE TASACION",ALCEN
ST,4332,164301,"REVER NUNELL, S.A., SOCIEDAD DE TASACION","REVER NUNELL, S.A., SOCIEDAD DE TASACION",,A08477614,CL,TUSET,23-25,,8006,BARCELONA,,ES,,932099300,,932097516,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,27/06/1974,,8,,N,,,,,,,,,9,,"REVER NUNELL, S.A., S.T.",REVER NUNELL
ST,4333,164301,"SERIN, SERVICIOS INMOBILIARIOS, S.A.","SERIN, SERVICIOS INMOBILIARIOS, S.A.",,A78029915,CL,FUENCARRAL,139,PL. 1 - C,28010,MADRID,,ES,,914487098,,915932942,,18/09/2002,POR RENUNCIA,0000,06/03/2008,15/04/1985,,28,,N,,,,,,,,,12,,"SERIN, SERVICIOS INMOBILIARIOS",SERINSA
ST,4334,164301,"I.V. INTERVALOR, S.A.","I.V. INTERVALOR, S.A.",,A58032228,CL,LONDRES,29,PL. 1,8029,BARCELONA,,ES,,934399906,,934399907,WWW.IVINTERVALOR.COM,19/01/2004,POR RENUNCIA,0000,06/03/2008,05/08/1985,,8,,N,,,,,,,,,9,,"I.V. INTERVALOR, S.A.",INTERVALOR-ROUX
ST,4335,164301,"BEX TASACIONES, S.A.","BEX TASACIONES, S.A.",,A28582633,CL,DOCTOR FLEMING,1,,28046,MADRID,,ES,,915377614,,914295472,,04/09/1992,A PETICION PROPIA,0000,06/03/2008,11/07/1979,,28,,N,,,,,,,,,12,,"BEX TASACIONES, S.A.",BEXTASACIONES
ST,4336,164301,"VALORACIO D' ACTIUS, S.A.","VALORACIO D' ACTIUS, S.A.",,A58525353,AV,FRANCESC CAMBO,17,PL. 6 - B,8003,BARCELONA,,ES,,932688090,,932688091,,28/10/2009,POR DISOLUCION,0000,28/10/2009,23/02/1988,,8,ASSETS,S,,,,,,,,,9,,"VALORACIO D' ACTIUS, S.A.",ASSETS
ST,4337,164301,"VALTEC, S.A.","VALTEC, S.A.",,A78330768,CL,RIOS ROSAS,11,PLANTA BAJA,28003,MADRID,,ES,,915713300,,915714452,,,,0000,06/03/2008,19/01/1988,,28,VALTECSA,S,,,,,,,,,12,,"VALTEC, S.A.",VALTECSA
ST,4338,164301,"GESBISA, GESTORA DE BIENES Y TASACIONES, S.A.","GESBISA, GESTORA DE BIENES Y TASACIONES, S.A.",,A78321668,CL,SERRANO,37,PL. 6,28001,MADRID,,ES,,915781147,,915783772,,01/06/1994,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,31/07/1986,,28,,N,,,,,,,,,12,,"GESBISA, GESTORA BIENES TASACIONES",GESBISA ST
ST,4339,164301,"TASACIONES, VALORACIONES Y SERVICIOS, S.A.","TASACIONES, VALORACIONES Y SERVICIOS, S.A.",,A33107772,CL,ALONSO QUINTANILLA,5,PL. 1 - DCHA.,33002,OVIEDO,ASTURIAS,ES,,985211216,,985202894,,16/12/1999,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 26.11.1999,0000,06/03/2008,15/10/1987,,33,,N,,,,,,,,,3,,"TASACIONES,VALORACIONES Y SERVICIOS",TASER
ST,4340,164301,"TASACIONES Y SUBASTAS DEL DUERO, S.A.","TASACIONES Y SUBASTAS DEL DUERO, S.A.",,,CL,ISABELES,1,,37002,SALAMANCA,,ES,,0,,0,,20/03/1989,A PETICION PROPIA,0000,06/03/2008,21/03/1988,,37,,N,,,,,,,,,7,,TASACIONES Y SUBASTAS DEL DUERO,DEL DUERO ST
ST,4341,164301,"TASACIONES Y EVALUACIONES, S.A. (TYE, S.A.)","TASACIONES Y EVALUACIONES, S.A. (TYE S.A.)",,A78834744,CL,ORELLANA,1,,28004,MADRID,,ES,,913197134,,913194985,,31/01/2001,POR RENUNCIA,0000,06/03/2008,30/05/1988,,28,,N,,,,,,,,,12,,"TASACIONES Y EVALUACIONES, S.A.",TYE
ST,4342,164301,"INFORMACIO CARTOGRAFICA I DE BASE, S.A.","INFORMACIO CARTOGRAFICA I DE BASE, S.A.",,A99015323,AV,DRASSANES,6-8,"PL. 19, 2",8001,BARCELONA,,ES,,0,,0,,14/12/1989,A PETICION PROPIA,0000,06/03/2008,23/06/1988,,8,,N,,,,,,,,,9,,INFORMACIO CARTOGRAFICA I DE BASE,INFORMACIOST
ST,4343,164301,"URBANIZACIONES, ARQUITECTURA E INGENIERIA, S.A.","URBANIZACIONES, ARQUITECTURA E INGENIERIA, S.A. (URBAISA)",,A14019707,PS,DE LA VICTORIA,55,PL. 1,14004,CORDOBA,,ES,,957297166,,957297197,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,28/09/1987,,14,,N,,,,,,,,,1,,"URBAN., ARQUITECTURA E INGENIERIA",URBAISA
ST,4344,164301,"VALORACIONES ARMANDO ROJO, S.A.","VALORACIONES ARMANDO ROJO, S.A.",,A58417247,ZZ,GRAN VIA LES CORTS CATALANES,535,,8011,BARCELONA,,ES,,933235824,,932530602,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,01/03/1988,,8,,N,,,,,,,,,9,,"VALORACIONES ARMANDO ROJO, S.A.",AR VALORACIONES
ST,4345,164301,"CORPORACION GENERAL DE ESTUDIO Y GESTION, S.A.","CORPORACION GENERAL DE ESTUDIO Y GESTION, S.A.",,A78030301,PS,CASTELLANA,126,,28046,MADRID,,ES,,922731301,,922731959,,21/04/1999,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 13.04.1999,0000,06/03/2008,20/03/1985,,28,,N,,,,,,,,,12,,CORPORACION GRAL. ESTUDIO Y GESTION,COGESTION
ST,4347,164301,"TECVA, S.A.","TECVA, S.A.",,A47070511,CL,MARIA DE MOLINA,7,PL. 2 - OFIC. 5,47001,VALLADOLID,,ES,,983370517,,983370983,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,24/04/1987,,47,,N,,,,,,,,,7,,"TECVA, S.A.",TECVASA
ST,4348,164301,"TASACIONES Y VALORACIONES ASTURIANAS, S.A.","TASACIONES Y VALORACIONES ASTURIANAS, S.A.",,A33127903,CL,GENERAL ZUBILLAGA,1,PL. 3 E,33005,OVIEDO,ASTURIAS,ES,,985274699,,985274699,,22/05/2000,POR RENUNCIA,0000,06/03/2008,13/07/1988,,33,,N,,,,,,,,,3,,TASACIONES VALORACIONES ASTURIANAS,ASTURIANAS
ST,4349,164301,"ZEHAZKI, S.A.","ZEHAZKI, S.A.",,A20088720,CL,JAVIER BARCAIZTEGUI,19,ENTRESUELO C,20010,SAN SEBASTIAN,GIPUZKOA,ES,,943471751,,943471792,,,,0000,26/10/2011,16/03/1984,,20,,N,,,,,,,,,16,,"ZEHAZKI, S.A.",ZEHAZKI
ST,4350,164301,"VALORACIONES MEDITERRANEO, S.A.","VALORACIONES MEDITERRANEO, S.A.",,A03319530,UR,BARRINA NORTE,36,EDIFICIO VALMESA,3502,BENIDORM,ALICANTE,ES,,965863511,,965867057,WWW.VALMESA.ES,,,0000,06/03/2008,12/02/1988,,3,VALMESA,S,,,,,,,,,15,,"VALORACIONES MEDITERRANEO, S.A.",VALMESA
ST,4351,164301,"TASAHIPOTECARIA, S.A., S.T.","TASAHIPOTECARIA, S.A., SOCIEDAD DE TASACION",,A78892536,CL,BRAVO MURILLO,160,PL. 1 EXTERIOR,28020,MADRID,,ES,,914250029,,915796079,,15/02/2002,POR RENUNCIA,0000,06/03/2008,08/09/1988,,28,,N,,,,,,,,,12,,"TASAHIPOTECARIA, S.A., S.T.",TASAHIPOTECARIA
ST,4352,164301,"TASACIONES Y VALORACIONES INMOBILIARIAS, S.A.","TASACIONES Y VALORACIONES INMOBILIARIAS, S.A. (TAVINSA)",,A31227820,AV,BAJA NAVARRA,2,ENTREPLANTA,31003,PAMPLONA,NAVARRA,ES,,948245108,,948246595,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,25/10/1988,,31,,N,,,,,,,,,14,,TASACIONES Y VALOR. INMOBILIARIAS,TAVINSA
ST,4353,164301,"VALORACIONES Y TASACIONES, S.A. (VALTASA)","VALORACIONES Y TASACIONES, S.A. (VALTASA)",,A35142637,CL,PEÑAS DEL CHACHE,2,BAJO,35500,ARRECIFE DE LANZAROTE,LAS PALMAS,ES,,928815161,,928810743,,22/12/1997,POR RENUNCIA,0000,06/03/2008,20/05/1988,,35,,N,,,,,,,,,5,,"VALORACIONES Y TASACIONES, S.A.",VALTASA
ST,4354,164301,"SPANIA TASACIONES, S.A.","SPANIA TASACIONES, S.A.",,A41257098,AV,PADRE GARCIA TEJERO,2,,41012,SEVILLA,,ES,,954230741,,954235973,,09/03/2000,POR FUSION POR ABSORCION POR,4368,06/03/2008,23/05/1988,,41,,N,,,,,,,,,1,"COMPAÑIA HISPANIA DE TASACIONES Y VALORACIONES, S.A.","SPANIA TASACIONES, S.A.",SPANIA
ST,4355,164301,"GESTORA ASOCIADA, S.A.","GESTORA ASOCIADA, S.A.",,A78087848,CL,JOAQUIN MARIA LOPEZ,74,PL. 5 - IZDA.,28015,MADRID,,ES,,914014209,,914028052,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,18/09/1985,,28,,N,,,,,,,,,12,,"GESTORA ASOCIADA, S.A.",GEASA
ST,4356,164301,"HISPANIA DE TASACIONES INMOBILIARIAS, S.A.","HISPANIA DE TASACIONES INMOBILIARIAS, S.A.",,A78901626,CL,AYALA,20,,28001,MADRID,,ES,,914313817,,915781544,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,21/09/1988,,28,,N,,,,,,,,,12,,HISPANIA TASACIONES INMOBILIARIAS,HISTAINSA
ST,4357,164301,"EURO APPRAISAL, S.A.","EURO APPRAISAL, S.A.",,A48225080,AV,ZUGATZARTE,52,,48930,LAS ARENAS-GETXO,VIZCAYA,ES,,944648488,,944648689,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,28/09/1987,,48,,N,,,,,,,,,16,,"EURO APPRAISAL, S.A.",EURO APPRAISAL
ST,4358,164301,"TASACIONES ANDALUZAS, S.A.","TASACIONES ANDALUZAS, S.A.",,A04100673,PS,ALMERIA,69,PL. 5,4001,ALMERIA,,ES,,950237444,,950271302,WWW.TASACIONESAND.ES,,,0000,06/03/2008,07/12/1988,,4,TASA,S,,,,,,,,,1,,"TASACIONES ANDALUZAS, S.A.",TASA
ST,4359,164301,"INMOSEGUROS TASACION, S.A.","INMOSEGUROS TASACION, S.A.",,A78966157,CL,PEDRO MUÑOZ SECA,4,PL. 5,28001,MADRID,,ES,,914263823,,914356412,,,,0000,06/03/2008,30/11/1988,,28,,N,,,,,,,,,12,,"INMOSEGUROS TASACION, S.A.",INMOSEGUROS
ST,4360,164301,"C-22, S.A.","C-22, S.A.",,A79041539,CL,CASTELLO,22,PL. 3 - A,28001,MADRID,,ES,,915755336,,915766200,,04/08/1999,POR RENUNCIA,0000,06/03/2008,15/02/1989,,28,,N,,,,,,,,,12,,"C-22, S.A.",C-22
ST,4361,164301,"TASACIONES Y PRESUPUESTOS, S.A.","TASACIONES Y PRESUPUESTOS, S.A.",,A79086419,CL,JORGE JUAN,72,,28009,MADRID,,ES,,915772674,,915777894,,26/01/2000,POR DISOLUCION,0000,06/03/2008,15/03/1989,,28,,N,,,,,,,,,12,,"TASACIONES Y PRESUPUESTOS, S.A.",TYPSA
ST,4362,164301,"SOLUCIONES Y DISEÑOS, S.A.","SOLUCIONES Y DISEÑOS, S.A.",,A78552213,CL,ESCALERILLA,4,1 E,28230,LAS ROZAS,MADRID,ES,,916376121,,0,,08/01/1993,A PETICION PROPIA,0000,06/03/2008,05/05/1986,,28,,N,,,,,,,,,12,,"SOLUCIONES Y DISEÑOS, S.A.",SOLU.DIS.
ST,4363,164301,"GENERAL DE VALORACIONES, S.A.","GENERAL DE VALORACIONES, S.A.",,A29254935,CL,ARDALES,3,,28023,MADRID,,ES,,913573884,,917400379,,,,0000,27/11/2009,21/03/1988,,28,,N,,,,,,,,,12,,"GENERAL DE VALORACIONES, S.A.",GRAL. VALORAC.
ST,4364,164301,"IBERICA DE TASACIONES, S.A.","IBERICA DE TASACIONES, S.A.",,A03444031,CL,LA MAR,32,,3590,ALTEA,ALICANTE,ES,,965840300,,965843982,,05/02/2001,POR RENUNCIA,0000,06/03/2008,05/05/1989,,3,,N,,,,,,,,,15,,"IBERICA DE TASACIONES, S.A.",ITSA
ST,4365,164301,"SOCIEDAD ESPAÑOLA DE VALORACIONES, S.A.","SOCIEDAD ESPAÑOLA DE VALORACIONES, S.A.",,A79071684,CL,FERNANDO EL SANTO,24,,28010,MADRID,,ES,,934147671,,913085609,,23/12/1998,POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998,0000,06/03/2008,05/06/1989,,28,,N,,,,,,,,,12,,SOCIEDAD ESPAÑOLA DE VALORACIONES,STV
ST,4366,164301,"TASATECNI, S.A., EN LIQUIDACION","TASATECNI, S.A., EN LIQUIDACION",,A29388154,CL,REAL,101,PL. 3,29680,ESTEPONA,MALAGA,ES,,914353766,,915777405,,22/12/1997,POR RENUNCIA,0000,06/03/2008,28/07/1989,,29,,N,,,,,,,,,1,,"TASATECNI, S.A., EN LIQUIDACION",TASATECNI
ST,4367,164301,"GABINETE DE TASACIONES INMOBILIARIAS, S.A.","GABINETE DE TASACIONES INMOBILIARIAS, S.A.",,A79164919,CL,RAFAEL HERRERA,11,BAJO,28036,MADRID,,ES,,913789750,,913789742,WWW.GTISA.ES,,,0000,06/03/2008,31/05/1989,,28,GTI,S,,,,,,,,,12,,GABINETE TASACIONES INMOBILIARIAS,GTI
ST,4390,164301,"GETA, S.A.","GETA, S.A.",,A29444064,CL,TRAIÑA,29,URB. EL SALADILLO,29680,ESTEPONA,MALAGA,ES,,952887071,,0,,03/08/1998,POR RENUNCIA,0000,06/03/2008,18/07/1990,,29,,N,,,,,,,,,1,,"GETA, S.A.",GETASA
OR,1237,121100,"EUROPAISCHE HYPOTHEKENBANK, S.A.","EUROPAISCHE HYPOTHEKENBANK, S.A.",,A81346207,PS,DE LA CASTELLANA,18,PL. 6,28046,MADRID,,LU,,913355187,,913355718,,19/01/1999,POR CIERRE,0000,06/03/2008,12/02/1996,,28,,N,,,,,,,,,12,,"EUROPAISCHE HYPOTHEKENBANK, S.A.",EUROHYPOTHEK
OR,1238,121100,"BANCO INTERNACIONAL, S.A.","BANCO INTERNACIONAL, S.A.",,N4121054C,CL,SERRANO,23,PL. 8,28001,MADRID,,MX,,915750921,,0,,,,0000,01/01/2009,09/09/1996,,28,,N,BIMEESM1XXX,"BANCO INTERNACIONAL, S.A.","PS. DE LA REFORMA, 156 - COLONIA JUAREZ",06089 MEXICO D.F.,,7212222,,,12,,"BANCO INTERNACIONAL, S.A.","BANINT,OR"
OR,1239,121100,"DZ BANK AG DEUTSCHE ZENTRAL-GEN., FRANKFURT A.M.","DZ BANK AG DEUTSCHE ZENTRAL- GENOSSENSCHAFTSBANK, FRANKFURT A.M.",,A0041974G,CL,VIRGEN DE LOS PELIGROS,4,PL. 5,28013,MADRID,,DE,,915956817,,915956819,,02/11/2004,POR CIERRE,0000,06/03/2008,14/02/1997,,28,,N,GENOESM1XXX,"DZ BANK AG DEUTSCHE ZENTRAL-       GENOSSENSCHAFTSBANK, FRANKFURT A.M.",AM PLATZ DER REPUBLIK - D-60325,FRANKFURT,,4969744701,,,12,,DZ BANK AG DEU. ZEN.-GEN. FRA. A.M.,DZ BANK
OR,1241,121100,BANCO SBS-AGRO,BANCO SBS-AGRO,,A0561025H,CL,FERNANDO EL SANTO,15,,28010,MADRID,,RU,,914569875,,913992408,,02/06/2005,POR CIERRE,0000,06/03/2008,08/04/1997,,28,,N,STOLESM1XXX,BANCO SBS-AGRO,"C. PYATNITSKAYA, 70",113095 MOSCOW,,70952301518,,,12,,BANCO SBS-AGRO,BANCO SBS-AGRO
OR,1242,121100,LANDESBANK BADEN-WÜRTTEMBERG,LANDESBANK BADEN-WÜRTTEMBERG,,N0042106E,AV,DIAGONAL,435,PL. 4,8036,BARCELONA,,DE,,932016700,,932016475,,01/09/2010,POR CIERRE,0000,01/09/2010,17/02/1998,,8,,N,SOLAESB1XXX,LANDESBANK BADEN-WÜRTTEMBERG,"AM HAUPTBAHNHOF, 2",D-70173 STUTTGART,,,,,9,,LANDESBANK BADEN-WÜRTTEMBERG,LANDESBANK
OR,1243,121100,DEUTSCHE PFANDBRIEF-UND HYPOTHEKENBANK A.G.,DEUTSCHE PFANDBRIEF-UND HIPOTHEKENBANK A.G.,,A0042090A,CL,BARBARA DE BRAGANZA,2,,28004,MADRID,,ES,,917004640,,913100791,,13/04/2000,POR CIERRE,0000,06/03/2008,13/04/1998,,28,,N,,,,,,,,,12,,DEUTSCHE PFANDBRIEF-UND HYPOTHEKENB,DEPFA-BANK
OR,1244,121100,ABBEY NATIONAL PLC,ABBEY NATIONAL PLC,,N0065345A,PS,DE LA CASTELLANA,110,PL. 12,28046,MADRID,,GB,,0,,0,,08/03/2012,POR CIERRE,0000,08/03/2012,08/07/1998,,28,,N,,ABBEY NATIONAL PLC,"TRITON SQUARE, REGENT'S PLACE","LONDRES, NW1 3AN",,,,,12,,ABBEY NATIONAL PLC,ABBEY NATIONAL
OR,1250,121100,"RBS COUTTS BANK, S.A.","RBS COUTTS BANK, S.A.",,N0391055A,,CENTRO NEGOCIOS PUERTA BANUS,,"BLQ. A, LOC. 3 Y 4",29660,MARBELLA,MALAGA,CH,,902100951,,902100952,,04/12/2008,POR CIERRE,0000,04/12/2008,15/07/1999,,29,,N,,"RBS COUTTS BANK, S.A.","MARKTGASSE, 63/65",CH-3011 BERNA,,4112456111,,,1,,"RBS COUTTS BANK, S.A.",RBS COUTTS BANK
OR,1251,121100,PRIVATBANK IHAG ZURICH,PRIVATBANK IHAG ZÜRICH,,N0391069B,AV,CLEMENTE DIAZ RUIZ,10,,29640,FUENGIROLA,MALAGA,CH,,952466568,,952469470,,,,0000,06/03/2008,20/08/1999,,29,,N,IHZUES21XXX,PRIVATBANK IHAG ZÜRICH,"BLEICHERWEG, 18",CH-8022 ZURICH,,4112051504,4112051525,,1,,PRIVATBANK IHAG ZURICH,PRIVATBANK IHAG
OR,1252,121100,BANK J. VONTOBEL & CO. AG.,BANK J. VONTOBEL & CO AG,,N0391068D,CL,MARQUES DE VILLAMAGNA,6,,28001,MADRID,,CH,,914316491,,914352067,,24/07/2007,POR CIERRE,0000,06/03/2008,03/09/1999,,28,,N,VONTESM1XXX,BANK J. VONTOBEL & CO AG,"BAHNHOFSTRASSE, 3",8022 ZURICH,,4112837111,,,12,,BANK J. VONTOBEL & CO. AG.,VONTOBEL
OR,1253,121100,"BANCO COMERCIAL PORTUGUES, S.A.","BANCO COMERCIAL PORTUGUES, S.A.",,N0101418B,CL,LOPEZ DE HOYOS,35,,28002,MADRID,,PT,,917459926,,917459928,,23/01/2001,POR CIERRE,0000,06/03/2008,19/10/1999,,28,,N,,,,,,,,,12,,"BANCO COMERCIAL PORTUGUES, S.A.",COMER.PORTUGUES
OR,1258,121100,"BANQUE SYZ & CO, S.A.","BANQUE SYZ & CO, S.A.",,N0391229B,PS,GRACIA,16,PL. 6,8007,BARCELONA,,CH,,933427218,,933427219,,07/08/2003,POR CIERRE,0000,06/03/2008,26/07/2001,,8,,N,,"BANQUE SYZ & CO, S.A.","RUE DU RHONE, 30",1204 GENEVE,,41228190909,,,9,,"BANQUE SYZ & CO, S.A.",BANQUE SYZ
OR,1260,121100,"NORDEA BANK, S.A.","NORDEA BANK, S.A.",,N0081049I,,"CENTRO COMERCIAL PLAZA, OFIC.","17,E",,29660,NUEVA ANDALUCIA- MARBELLA,MALAGA,LU,,952816925,,952816954,,,,0000,03/04/2009,13/03/2002,,29,,N,,"NORDEA BANK, S.A.",672 RUE DE NEUDORF,L-2220 FINDEL SANDWILER,,,,,1,,"NORDEA BANK, S.A.","NORDEA BANK,SA"
OR,1263,121100,SANPAOLO IMI S.P.A.,SANPAOLO IMI S.P.A.,,N0051962I,PZ,DE COLON,2,"TORRE 2, PL. 10",28046,MADRID,,IT,,913106330,,913197722,,19/11/2004,POR CIERRE,0000,06/03/2008,18/12/2002,,28,,N,,SANPAOLO IMI S.P.A.,"PIAZZA SAN CARLO, 156",10121 TORINO,,39 (011) 5551,,,12,,SANPAOLO IMI S.P.A.,SANPAOLO IMI
OR,1267,121100,NYKREDIT REALKREDIT A/S,NYKREDIT REALKREDIT A/S,,N0081361H,,"CENTRO COMERCIAL PLAZA, LOCAL",26,,29660,NUEVA ANDALUCIA - MARBELLA,MALAGA,DK,,952905150,,952818528,,,,0000,06/03/2008,14/09/2004,,29,,N,,NYKREDIT REALKREDIT A/S,KALVEBOD BRYGGE 1-3,DK-1789 COPENHAGUE,,00 45 33421000,4533421507,,1,,NYKREDIT REALKREDIT A/S,NYKREDIT
OR,1268,121100,ABC INTERNATIONAL BANK PLC,ABC INTERNATIONAL BANK PLC,,N0067764A,PS,DE LA CASTELLANA,153,BAJO,28046,MADRID,,GB,,915672822,,915672829,,25/05/2011,POR CIERRE,0000,25/05/2011,12/11/2004,,28,,N,,ABC INTERNATIONAL BANK PLC,"ARAB BANKING CORPORATION HOUSE, 1-5",MOORGATE - EC2R 6AB LONDRES,,442077764000,442076069987,,12,,ABC INTERNATIONAL BANK PLC,ABCIB
